id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes
chant_021289,Alleluia alleluia alleluia alleluia alleluia,001333,1,,2,F-Pn lat. 12044,M,065v,5.0,,,feast_0473,genre_a,office_v,source_014,,http://cantus.uwaterloo.ca/chant/399906/,Alleluia alleluia alleluia alleluia alleluia alleluia alleluia alleluia,Alleluia alleluia alleluia alleluia alleluia allelu alleluia alleluia,1---cD--d-dc--F--d---f--g--h--ij---h--g--H--g---e--fe--d--d---d--ef--g--g---gh--gf--dc---f--f--ed--c---c--cd--d--d---4---c--cd---d-dC---3---h--h--g--f--g--gfed7---3,
chant_021493,Alleluia alleluia alleluia alleluia alleluia,001331,4,,*,F-Pn lat. 12044,2,118r,6.0,,,feast_0092,genre_a,office_e,source_014,,http://cantus.uwaterloo.ca/chant/401237/,Alleluia alleluia alleluia alleluia alleluia alleluia,Alleluia alleluia alleluia alleluia alleluia alleluia Sic veniet,1---ffD--f--gF--f---e--f--g--g---g--g--gh--g---g--gf-fD--fh---gh--f--fd---fE--fg--gF--e---3---f-fD---f--g--f7---3,
chant_021505,Alleluia alleluia alleluia alleluia alleluia,001332,7,,A1,A-Wn 1799**,,074r,8.0,,,feast_0472,genre_a,office_p,source_531,,http://cantus.uwaterloo.ca/chant/544571/,Alleluia alleluia alleluia alleluia alleluia alleluia alleluia,Alleluia alleluia alleluia alleluia alleluia alleluia alleluia | Euouae,1---g--jk--lm--l---m--n--m--k---m--l--nM--l---l--m--n--o---n--m--l--lm---k--h--j--k---lK--h--g--g7---4---l--l--m--l--k--jh---3,
chant_026309,Alliga domine in vinculis nationes,001355,1,,A1,I-Ac 693,5,109r,7.0,,,feast_0677,genre_a,office_l,source_379,,http://cantus.uwaterloo.ca/chant/171560/,Alliga domine in vinculis nationes gentium et reges earum in compedibus,Alliga domine in vinculis naciones gentium et reges earum in conpedibus | ~Laudate,1---d--d--hj---g--f--g---gf---g--jg--h---h--g--e--f---g--fe--d---d7---fd--e---f--ge--f---e-eD---df--d--d--d---4---h--h--g--f--gf--gh777---3,
chant_026323,Alliga domine in vinculis nationes,001355,1,,A1,CH-Fco 2,5,098v,3.0,,,feast_0677,genre_a,office_l,source_477,,http://cantus.uwaterloo.ca/chant/254880/,Alliga domine in vinculis nationes gentium et reges earum in compedibus,Alliga domine in vinculis nationes gentium et reges earum in compedibus | ~Laudate | euouae,1---d--d--hj---h--g--hg---f---g--jg--h---h--g7--e--f---g--fe--d---d---fd--e---f--ge--f---eeD---df--d--d--d---4---f--gh--h7---3---h--h--g--f--gf--gh---3,
chant_027103,Amavit eum dominus et ornavit,001360,2,,D1,CH-E 611,2,104v,6.0,,,feast_0338,genre_a,office_l,source_564,,http://cantus.uwaterloo.ca/chant/230211/,Amavit eum dominus et ornavit eum alleluia alleluia,Amavit eum dominus et ornavit eum alleluia alleluia | euouae,1---d--d--d---f--f---c--cd--d---d---gF--e--fd---c--c---fD--e--f--dc---d--fe--d--d---4---f--f--f--e--cd--d7---3,
chant_028300,Ambulans Jesus juxta mare Galilaeae,001366,1,,2,F-Pn lat. 15181,M,356r,5.0,,,feast_0055,genre_a,office_v,source_447,,http://cantus.uwaterloo.ca/chant/411144/,Ambulans Jesus juxta mare Galilaeae vidit Petrum et Andream fratrem ejus et ait illis venite post me faciam vos fieri piscatores hominum at illi relictis retibus et navi secuti sunt eum,Ambulans ihecuc iuxta mare galylee vidit petrum et andream fratrem eius et ait illis venite post me faciam vos fieri piscatores hominum at illi relictis retibus et navi secuti sunt eum | euouae | ~Magnificat,1---dfE--d--fgefd7---cd--d---d--dc---d--ef---g--fe--d--dfd-dc7---df--fd---dfe--fg---g---gh--g--gf7---gh--g---efefe-eC--ed---dc---d--fe---ded-dC--dc7---e--g--ghg---efD---d---d--de--e7---dc---d--de--e---fe--fgf--ed--efe---d--cd7--d---ce---ghk--h---h--hjkj--g---gf-fe7--d--e---cd---dfde--dc---e--ed--dc---cd7---d--d---4---h--h--g--f--g--gfed---3---f--gh--h7---3,
chant_028407,Amen amen dico vobis quia,001375,8,,G1,A-KN 1018,3,021v,2.0,,,feast_0440,genre_a,office_e,source_265,,http://cantus.uwaterloo.ca/chant/292338/,Amen amen dico vobis quia plorabitis et flebitis vos mundus autem gaudebit vos autem contristabimini sed tristitia vestra vertetur in gaudium alleluia,Amen amen dico vobis quia plorabitis et flebitis vos mundus autem gaudebit vos autem contristabimini sed tristicia vestra vertetur in gaudium alleluia,1---g--g7---gh--hG---h--hj---g--g---g--g---g--gh--g--g---g---gf--g--gh7---f---f--g---gF--g---h--km--kj--klk---k---lK--k---k--kj7--hg--hk--h--g---g---g--gf--g--g---fe--f---d--ef--gh---h---g--fg--gfd7---e--fg--g--g---4---7k--k--j--k--h--g---3,
chant_029363,Amplius lava me domine ab,001390,7,,A1,D-KNd 1161,,037v,4.0,,,feast_0696,genre_a,office_l,source_067,,http://cantus.uwaterloo.ca/chant/602638/,Amplius lava me domine ab injustitia mea,Amplius lava me domine ab iniusticia mea | euouae,1---g--j--k---l--l---kh---k--k--j---k---h--gf--gh--j--h---g--g---4---l--l--m--l--k--jh---3,
chant_033951,Annuntiaverunt opera dei et facta,001429,8,,G1,CDN-Hsmu M2149.L4,2.2,A02v,6.0,,,feast_0198,genre_a,office_m,source_297,,http://cantus.uwaterloo.ca/chant/272554/,Annuntiaverunt opera dei et facta ejus intellexerunt,Annunciaverunt opera dei et facta eius intellexerunt | ~Exaudi deus orationem,1---g--g--f--h--k--jg---jk--h--g---hg--f---g---f--h77---k--jg---jk--h--h--g--g---4---k--k--j--k--h--g---3,
chant_034825,Ante me non est formatus,001436,1,,F1,I-Ac 693,M,002v,4.0,,,feast_0437,genre_a,office_v,source_379,,http://cantus.uwaterloo.ca/chant/170282/,Ante me non est formatus deus et post me non erit quia mihi curvabitur omne genu et confitebitur omnis lingua,ANte me non est formatus deus et post me non erit quia michi curvabitur omne genu et confitebitur omnis lingua | ~Magnificat,1---dC--f---fg---g---g---g--g--gh---h--hghjh---f---gh---hg---f---ghg--hjhhG---f777--g---k--h---g--fg--f--fe---g--fe---def--fc---ef---g--fe--d--c--ef---g--fe---d--d7---4---h--h--g--f--gh--gf7---3,
chant_037619,Archangele Christi per gratiam quam,001472,1,,*,D-KA Aug. LX,,147v,13.0,,,feast_1150,genre_a,office_v2,source_414,,http://cantus.uwaterloo.ca/chant/618042/,Archangele Christi per gratiam quam meruisti deprecamur te per unigenitum dominum nostrum ut eripias nos de laqueo mortis alleluia,Archangele xpisti per gratiam quam meruisti deprecamur te per unigenitum dominum nostrum ut eripias nos de laqueo mortis alleluia | ~Laudate | ~In convertendo | ~Confitebor | ~Lauda iherusalem,1---d--dC--d--fe---df--dc---f---gh--g--f---fE---fg--ef--d--d---dh-k--hg--h--gf---gh---h---hg--fe--fg--fE--dC---d7--fe--df---d--d---e---f--gh--g--hgf-ghijh---hg---f-fe---fg--fe--df---dd--d---e--gfe--d--d77---3,
chant_037809,Archangeli Michaelis interventione suffulti te,001475,1,,G1,A-Wn 1799**,3.,168r,3.0,,,feast_1150,genre_a,office_m,source_531,,http://cantus.uwaterloo.ca/chant/546411/,Archangeli Michaelis interventione suffulti te domine deprecamur ut quos honore prosequimur contingamus et mente alleluia,Archangeli michahelis interventione suffulti te domine deprecamur ut quos honore prosequimur contingamus et mente alleluia | Euouae,1---d--d--f--dc---f--g--fgh--h---h--g--f7--e--fgh--ed---fe--d--d---d---d--e--dc---f--g--fgh--h---f---h---k--hg--h---f--g--h--gh7---f--g--gh--f---fE---dC--fgh---fE--cf--d--d---4---h--h--g--f--gh--g---3,
chant_038855,Ascendens Jesus in navem et,001488,1,,?,A-KN 1012,2,145r,5.0,,,feast_0458,genre_a,office_e,source_166,9a3f5ac7aa974dde41b890cb78d64d880f4b176d53d7cfaf1941dc0d49f3b043,http://cantus.uwaterloo.ca/chant/286905/,Ascendens Jesus in navem et sedens docebat turbas alleluia,Ascendens ihesus in navim et sedens docebat turbas alleluia,1--d--cD--d---ff--d---dC---def..--fc---f---ghg--hijjh---fg--h--gF---gF--df7---g--fe--d--d--4,
chant_040115,Ascendo ad patrem meum et,001493,7,,yc,D-KA Aug. LX,B,112r,1.0,,,feast_0091,genre_a,office_l,source_414,,http://cantus.uwaterloo.ca/chant/617289/,Ascendo ad patrem meum et patrem vestrum deum meum et deum vestrum alleluia,Ascendo ad patrem meum et patrem vestrum deum meum et deum vestrum alleluia,1---g--jk--l---m---o--l---m--l---jk---lk--h---g--g---kjh--j---kl--l---l---lm--l---kj--gh---kJ--hk--g--g---4---l--l--m--l--k7---3,
chant_041409,Assumpta est Maria in caelum,001503,7,,B1,A-KN 1018,1,105v,2.0,,,feast_0093,genre_a,office_l,source_265,,http://cantus.uwaterloo.ca/chant/293434/,Assumpta est Maria in caelum gaudent angeli laudantes benedicent dominum,Assumpta est maria in celum gaudent angeli laudantes benedicent dominum,1---g--g--g---j---k--l--m---k---l--k---k--gh---k--k--k7---k--lmL--l---kh--h--k--hG---g--fg--g---4---7l--l--l--m--l--k--kjG7---3,
chant_049926,Beata Caecilia dixit ad Tiburtium,001562,7,,A1,CH-Fco 2,2.2,223v,3.0,,,feast_0162,genre_a,office_m,source_477,,http://cantus.uwaterloo.ca/chant/256915/,Beata Caecilia dixit ad Tiburtium hodie te fateor meum esse cognatum quia amor dei te fecit esse contemptorem idolorum,Beata cecilia dixit ad tyburcium hodie te fateor meum esse cognatum quia amor dei te fecit esse contemptorem ydolorum | ~Deus noster refugium | euouae,1---g--gk--j---k--km--m--l---m--l---kJ---h--klk-kJ--h--g---k--k--k---k---k--k--k---k--k---k7--j---h--k--jkj---j--k---lm--l---k--j---kj---h--g---h--h---h--g--h--h---k--jH7--g--g---4---g--h--k--k--k---3---k--k--j--k--h--g---3,
chant_053512,Beati quos elegisti domine habitabunt,001593,8,,G1,CH-E 611,2.3,238r,8.0,,,feast_1283,genre_a,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232717/,Beati quos elegisti domine habitabunt in atriis tuis et enim clamabunt et hymnum dicent,Beati quos elegisti domine habitabunt in atriis tuis et enim clamabunt et ymnum dicent | ~Te decet,1---g--k--h---gf---g--h--k--hk---g--fg--g---j--k--l--l---h---k--lm--m---l--l---j---l--m7---l--kj--gh---kh---j--hF---g--g---4---k--k--j--k--h--g---3,
chant_054258,Beatus Alexander dixit ad quirinum,001608,8,,2,NL-Uu 406,R,110v,3.0,,,feast_0043,genre_a,office_v,source_573,,http://cantus.uwaterloo.ca/chant/494873/,Beatus Alexander dixit ad quirinum Christus filius dei descendit de caelo ut ad fidem suam invitaret omne genus humanum alleluia,Beatus alexander dixit ad quirinum xpc filius dei descendit de celo ut ad fidem suam invitaret omne genus humanum alleluia,1---g--gk--h---g--hk--hG--g7---f--gh---f---gh--g--g---g--k---h--kl--k---g--g---g--kkH--k---k---k--k---j---kL---lk--h---k--kh---g--hk--gh--h---hghG--e---fg--g---g7--h--jkJ---hG--hk--g--g---4,
chant_055033,Beatus Laurentius dixit domine Jesu,001640,8,,w,D-KA Aug. LX,1.4,134r,8.0,,,feast_1056,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/617749/,Beatus Laurentius dixit domine Jesu Christe deus de deo miserere mei servi tui,Beatus laurentius dixit domine ihesu xpiste deus de deo miserere mei servi tui,1---g--gk--h---h--gf--h---g--g---lj--lm-l--l---l--j---jkmj--j---j--h---f---h--ef---e--d--e--f---h--gh---fh--hG---c--c7---3,
chant_061408,Benedicta filia tu a domino,001705,7,,4,NL-Uu 406,4,161r,6.0,,,feast_0093,genre_a,office_l,source_573,,http://cantus.uwaterloo.ca/chant/496196/,Benedicta filia tu a domino quia per te fructum vitae communicavimus,Benedicta filia tu a domino quia per te fructum vitae communicavimus,1---j--k--lk-lm--l---lllnm--lk--k---kj---hhhl---k--j--ggh---g--f---g---h---l--gh---kh--k---hF--gh--h--g--fg--g---4,
chant_065678,Benefac domine bonis et rectis,001735,4,,5,NL-Uu 406,4,048r,7.0,,,feast_0658,genre_a,office_v2,source_573,,http://cantus.uwaterloo.ca/chant/493000/,Benefac domine bonis et rectis corde,Benefac domine bonis et rectis corde | ~Qui confidunt,1---f--f--ef---d--c--dfe---d--e---f---dc--d---fgF--e---4,
chant_067149,Bonum est sperare in domino,001745,8,,2,F-Pn lat. 12044,2,084r,8.0,,,feast_0445,genre_a,office_l,source_014,,http://cantus.uwaterloo.ca/chant/400311/,Bonum est sperare in domino quam sperare in principibus,Bonum est sperare in domino quam sperare in principibus | Seuouae,1---f--fg---g---g--h--g---gE---fgh--fe--d---f---gh--h--ghkj-klk---hF---h--g--g--g7---4---k--k--j--k--h--gh---3,
chant_068161,Caecus sedebat secus viam et,001752,7,,A1,A-Wn 1799**,B,044r,9.0,,,feast_0470,genre_a,office_l,source_531,,http://cantus.uwaterloo.ca/chant/544088/,Caecus sedebat secus viam et clamabat miserere mei fili David,Cecus sedebat secus viam et clamabat miserere mei fili david | Euouae,1---g--j---k--lk-ml--l---l--l---l--j---lm---l--kj--g---h--gf--g--h---k--jk---h--k---jh--g77---4---l--l--m--l--k--jh---3,
chant_071686,Caritas est summum bonum amplum,001772,7,,*,A-Wn 1799**,11,069r,6.0,,,feast_0007,genre_a,office_x,source_531,,http://cantus.uwaterloo.ca/chant/544483/,Caritas est summum bonum amplum donum in qua pendet omnis ordo praeceptorum per quam vetus atque nova lex impletur per quam deus ac proximus diligitur per quam caelorum regnum adipiscitur,Karitas est summum bonum amplum donum in qua pendet omnis ordo preceptorum per quam vetus atque nova lex impletur | Per quam deus ac proximus diligitur per quam celorum regnum adipiscitur,1---gh-jk--jh--hj---j---l--kH---k--jkl-lkjh---j--hjH---g7--g---kJ---kl---lkl--h---l--k---jjH--jkl---lk--hj--jkjh--jh---lml-mL---jkl---lkh--h---k--m---l--m---k---lK--hk7--jkl-lkh-jh-hg---3---ghj-kjj---jh---hklkh--h---k---m--l--m---k--lk--hk--jkl-lkh-jh-hg---gh-jkj-jH---jh---hk--m--n---m--lkh---j7--hj--gh--g--g---4,
chant_074569,Christo cottidie sedulum exhibebat officium,001789,7,,1,F-Pn lat. 12044,1.3,043r,11.0,,,feast_0581,genre_a,office_m,source_014,,http://cantus.uwaterloo.ca/chant/399345/,Christo cottidie sedulum exhibebat officium erat enim verus dei cultor,Xpisto cotidie sedulum exhibebat officium erat enim verus dei cultor | ~Cum invocarem | Seuouae,1---g--gkj---k--l--l--l---lm--l--l---l--l--lj--lm---l--kl--kj--g---k--k7---klk--kjk---h--h---k--jh---g--g---4---kJ---kl--l--l---3---l--l--m--l--k--jh---3,
chant_075303,Christus circumdedit me vernantibus atque,001790,7,,D1,D-KNd 1161,2.2,087r,5.0,,,feast_0033,genre_a,office_m,source_067,,http://cantus.uwaterloo.ca/chant/603384/,Christus circumdedit me vernantibus atque coruscantibus gemmis pretiosis,Xpc circumdedit me vernantibus atque choruscantibus gemmis preciosis | euouae,1---l--j---l--m--l--kl---l---lJ--k--j--g---f--h---k--j--h--k--jh7---g--h---j--h--g--g---4---l--l--m--l--k--jl---3,
chant_075304,Christus circumdedit me vernantibus atque,001790,7,,C1,CH-E 611,2.2,168v,4.0,,,feast_0033,genre_a,office_m,source_564,,http://cantus.uwaterloo.ca/chant/231448/,Christus circumdedit me vernantibus atque coruscantibus gemmis pretiosis,Xpistus circumdedit me vernantibus atque choruscantibus gemmis pretiosis | ~Domine in virtute,1---l--j---l--mK--l--k---l---lJ--k--j--g---k--k---k--j7--h--k--jh---g--h---k--h--g--g---4---l--l--m--l--k--jk---3,
chant_075835,Christus me misit ad istam,001795,8,,G1,CH-E 611,1.5,153r,9.0,,,feast_0055,genre_a,office_m,source_564,,http://cantus.uwaterloo.ca/chant/231189/,Christus me misit ad istam provinciam ubi non parvum populum acquisivi,Xpictuc me misit ad istam provintiam ubi non parvum populum acquisivi | ~Eructavit,1---ghk--h---gf---gh--g---k---k--l---kh--k--k--k7---k--k---k---kh--g---k--g--h---k--j--g--g---4---k--k--j--k--h--g---3,
chant_078589,Clamaverunt justi et dominus exaudivit,001823,7,,D1,CDN-Hsmu M2149.L4,1.4,A01v,1.0,,,feast_0198,genre_a,office_m,source_297,,http://cantus.uwaterloo.ca/chant/272540/,Clamaverunt justi et dominus exaudivit eos,Clamaverunt iusti et dominus exaudivit eos | ~Benedicam,1---j--k--lklm--l---lk--h---k---jk--hg--g---h--gf7--gh--h---g--g---4---l--l--m--l--k--jl---3,
chant_079236,Clarifica me pater apud temetipsum,001826,1,,a,D-KA Aug. LX,B,080r,10.0,,,feast_1479,genre_a,office_l,source_414,,http://cantus.uwaterloo.ca/chant/616565/,Clarifica me pater apud temetipsum claritatem quam habui priusquam mundus fieret,Clarifica me pater apud temetipsum claritatem quam habui priusquam mundus fieret,1---d--d--dc--f---g---fh--h---j--h---g--g--fh--g7---g--g--g--e---g---h--gf--g---fe--dc--dg---e--fe---d--cd--d---4---h--hg-gf--g--h--g7---3,
chant_079317,Clarissimis cottidie viris Marcelliano et,001827,8,,1,F-Pn lat. 15181,2.2,417v,1.0,,,feast_0581,genre_a,office_m,source_447,,http://cantus.uwaterloo.ca/chant/411730/,Clarissimis cottidie viris Marcelliano et Marco suadebat saeculi blandimenta respuere et momentanea tormentorum genera non timere,Clarissimis cotidie viris marcelliano et marcho suadebat seculi blandimenta respuere et momentanea tormentorum genera non timere | euouae | ~Domine dominus,1---g--gk--hg--h---g--hgfh--hjh---g7--g---g--j--k--lkh-j---h---g--g7---ge--g--fe--d---fe--fg--g---g--g--g7--h---g--f--gh--h---jk---l--kh--kj--hg7-g---g--g--h--g---f--e--d---fE---fg7--g--g---4---k--k--j--k--h--g---3---g--h--k---k--k--k7---3,
chant_079325,Clarissimis cottidie viris Marcelliano et,001827,8,,1,F-Pn lat. 12044,1.5,043r,13.0,,,feast_0581,genre_a,office_m,source_014,,http://cantus.uwaterloo.ca/chant/399347/,Clarissimis cottidie viris Marcelliano et Marco suadebat saeculi blandimenta respuere et momentanea tormentorum genera non timere,Clarissimis cotidie viris marcelliano et marco suadebat seculi blandimenta respuere et momentanea tormentorum genera non timere | ~Domine deus | Seuouae,1---g--gk--hg--h---g--hgf--h--kj---g--g---g--j--k--klkh--j---h---g--g---ge--g--fe--f---d--e--f---g--g--g--g---g--gh--h---k---kl77--jH--kj--hg--g---g--g--h--g---f--e--d---f---h--g--g---4---g--h--gk---kj--kl---3---l--k--k--j--k--h--g---3,
chant_080433,Colligite primum zizania et alligate,001853,1,,D1,CH-E 611,5,145v,7.0,,,feast_0413,genre_a,office_e,source_564,,http://cantus.uwaterloo.ca/chant/230916/,Colligite primum zizania et alligate ea fasciculus ad comburendum triticum autem congregate in horreum meum dicit dominus,Colligite primum zizania et alligate ea fasciculus ad comburendum triticum autem congregate in horreum meum dicit dominus | euouae,1---cd--dhk--h--h---hk--h---h--h--h--hg--hkhg---g---f--g--h--g---fg--f---f--fg--f--f7---f---g--fe--d--d---f--fe--df---d--c---c--df--ffg--f---f---ghghij--g--f---f7--dc---d--fe---d--cd--d---4---h--h--g--f--gh--gfed77---3,
chant_080843,Columna es immobilis Lucia martyr,001855,1,,3,NL-Uu 406,B,011v,10.0,,,feast_1079,genre_a,office_l,source_573,,http://cantus.uwaterloo.ca/chant/491950/,Columna es immobilis Lucia martyr Christi quia omnis plebs te exspectat ut accipias coronam regni alleluia,Columna es immobilis lucia sponsa xpysti quia omnis plebs te expectat ut accipias coronam regni alleluia,1---d--dddf--f---ddf---fD--fh--g7--hg-hkh---h--gf--ef---gF--fe---d--d---d--d---f-fgF--d---dddf---f---d--cd--c---c---d--fg--f--ghg-hkh---ef--g--f---fe--dc---4---d--fe--d--d---3,
chant_081310,Compassus nutrici suae orationem fudit,001859,1,,1,F-Pn lat. 12044,2.2,158v,1.0,,,feast_1661,genre_a,office_m,source_014,,http://cantus.uwaterloo.ca/chant/402107/,Compassus nutrici suae orationem fudit Benedictus puer cum lacrimis et capisterium reparavit,Compassus nutrici suae orationem fudit benedictus pueR cum lacrimis et capisterium reparavit | ~Domine in virtute | Seuouae,1---cD--dhij--h---h--hk--h---h--hg-hjhgg---g--f--g--h--g---fg--f---f--fe--g--fe---d-efe--dc---cd---ffg--f7--f---f---f--f--f--f--ef---g--fe--d--d---4---f--gh--h---h---h--h---3---h--h--g--f--gh--g---3,
chant_083629,Confitebor tibi domine quoniam exaudisti,001876,8,,wd,D-KA Aug. LX,2,060v,2.0,,,feast_0473,genre_a,office_l,source_414,,http://cantus.uwaterloo.ca/chant/616134/,Confitebor tibi domine quoniam exaudisti me,Confitebor tibi domine quoniam exaudisti me,1---e--fg--g--gF---h--k---kl--k--k---k--j--h---kk--kJ7--g--fg---g---3,
chant_084154,Confortate manus dissolutas confortamini dicite,200863,2,,D1,CH-Fco 2,1.2,004r,7.0,,,feast_0390,genre_a,office_m,source_477,,http://cantus.uwaterloo.ca/chant/253282/,Confortate manus dissolutas confortamini dicite ecce deus noster veniet et salvabit nos alleluia,Confortate manus dissolutas confortamini dicite ecce deus noster veniet et salvabit nos alleluya | euouae |  ~Domine deus meus | ~Domine dominus noster | ~Confitebor tibi | ~In domino confido,1---d--d--d--c---d--e---f--e--d--d---e--d--c--d--c---f--gh--h---h--g---f--g---f--ec---d--fe7--e---d---c--d--f---ed---c--cd--d--d---4---f--f--f--d--c--d---3,
