id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes
chant_041903,Astiterunt reges terrae et principes,600155,8,,,CH-Fco 2,3.1,107r,8.0,,,feast_1497,genre_r,office_m,source_477,,http://cantus.uwaterloo.ca/chant/255002/,Astiterunt reges terrae et principes convenerunt in unum adversus dominum et adversus Christum ejus,Astiterunt reges terre et principes convenerunt in unum | Adversus dominum et adversus xpistum eius,1---d--d--fgh--g---g7--gh---h--hg--hjg-gf---hf---ghg--h--h---hjk--hg--hgf-gh--g---ghj-kjh-jkjh---ghjhgh--hg---3---klk7--kh--kl---ljkl--hjkjhgh--hg---fgh-jf-fD---g--fef--dec-dfefed---ghgf-gh--gh-kjh-jkjh---gh7-jhgh--hg---4,
chant_043377,Audi domine hymnum et orationem,006139,1,,,A-KN 1018,7,194v,2.0,,,feast_0332,genre_r,office_m,source_265,,http://cantus.uwaterloo.ca/chant/294448/,Audi domine hymnum et orationem quam servus tuus orat coram te hodie ut sint oculi tui aperti et aures tuae intentae super domum istam die ac nocte,Audi domine ymnum et oracionem quam servus tuus orat coram te domine ut sind oculi tui aperti et aures tue intende | super domum istam die ac nocte,1---f--ghg---h--g--gfh---ghf-gF--d---g---f--fe7--cd--defef--ed---c---d--f---fg--f---fg--f---fg--f---efgfgfe---fd7--defef--ed---cd---dhkJ---h--g--gf---gh--hf---h--ghf-gF--d---c---d--f---fgf-fec-defede--fd---dgf-fec-defed7--defef--ed---3---f--gh---hkj-klk--hg---gf--fghgf-fedc-dc---fc-df-fhgf-fed--d---dgf-fec-defed---defef--ed7---4,
chant_044771,Audite verbum domini gentes et,006149,3,,,D-KNd 1161,2.2,002r,7.0,,,feast_0390,genre_r,office_m,source_067,,http://cantus.uwaterloo.ca/chant/601949/,Audite verbum domini gentes et annuntiate illud in finibus terrae et in insulis quae procul sunt dicite salvator noster adveniet,Audite verbum domini gentes et annuntiate illud in finibus terre et in insulis que procul sunt dicite | salvator noster adveniet,1---eD--g--h---j--k---h--g--fgh---ghgh--e---gef---eD--g--hk--jkl--ljkjh77---hjkj-kj-jH--hg---h---k--k--jjh---kjh--jh-hG--hg---g---h---j--h--j---g---h--g---gE---fgh--fed--df---3---fD7--f--gh---hijhgf-gh--g---gh-kghg--f--egf-fE--fe---4,
chant_049846,Beata Caecilia dixit Tiburtio hodie,006161,5,,,CH-E 611,3.2,245v,9.0,,,feast_0162,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232862/,Beata Caecilia dixit Tiburtio hodie te fateor meum esse cognatum quia amor dei te fecit esse contemptorem idolorum,Beata cecilia dixit tiburtio hodie te fateor meum esse cognatum | Quia amor dei te fecit esse contemptorem idolorum,1---d--fgh--g---gh--h--g--gh-kg7-hg-gf---fh-kkl--k---jklkjh-jkjh--g--ghkhgh--hg---klk--kh--klk---kl---lk-kl--hj-kjhgh--hg---fgh-kh--hg7---k--k---kjkjhg--hghgfg--gf---3---f--h---k--kj---h--l---lk-lml---khgf--h---hkjhgh--hg---f77--gh--h--h---h--hkhg-hijhg--fghgfg--gf---4,
chant_054426,Beatus Benedictus cum relictis litterarum,006199,4,,,D-KA Aug. LX,1.3,054v,3.0,,,feast_0132,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/616019/,Beatus Benedictus cum relictis litterarum studiis petere deserta decrevisset jam nutrix quae hunc artius amabat secuta est,Beatus benedictus cum relictis litterarum studiis petere deserta decrevisset iam | nutrix que hunc artius amabat secuta est,1---f--f--gf-f---fd--ef--gf-ghg-hk--h---h---hg--hkgh--hg-g-efe---f--gh--hf-gh--hkgf-ghg---e--egf--eef---d--g--h---h--h--h---h--hg--hkgh--hg-g-efe---h7---3---f--gf-f---fd---ef---gh--gf-ghgh--hg---g--gh--g---gd-df--e--egf-f---fe---4,
chant_059711,Benedicamus patrem et filium cum,006239,8,,,A-KN 1012,3.2,123v,5.0,,,feast_0343,genre_r,office_m,source_166,,http://cantus.uwaterloo.ca/chant/286625/,Benedicamus patrem et filium cum sancto spiritu laudemus et superexaltemus eum in saecula,Benedicamus patrem et filium cum sancto spiritu laudemus et superexaltemus eum | in secula,1---g--g-efg--cd-fghg--fg--g---gkkl--k---k---l--kj--hkg-hhg7---gffe---def-ghG--g---hg--fg--g---fG--ghgf-gh--g---ghgh---gf--g--hjk--kj-klkj--hkjgh--g---ge-fdefe--dc---3---dG---ghfg7-gh-kkjg-hfg-hf-ge-fddc-cg-hfg-kkjh-hjkj-hkhg--fg--g---4,
chant_063432,Benedictus dominus deus Israel qui,006249,2,,,A-KN 1018,1.2,051r,2.0,,,feast_0343,genre_r,office_m,source_265,,http://cantus.uwaterloo.ca/chant/292883/,Benedictus dominus deus Israel qui facis mirabilia solus et benedictum nomen majestatis ejus in aeternum,Benedictus dominus deus israhel qui facis mirabilia solus | et benedictum nomen magestatis eius in eternum,1---d--d--d--cdca-bcd---df--d--dc---dfhed-efd--d---fd--cd--dfd-dc---fg---gfghgfg7--f---fe--dc--df--d--d-fffd-dcd-fhged-ffed---cdef--ed---3---d---dca--cd--ff--defedc-ddc---fgfghgfg--gf7---e--fg--gf-fe--dcf---efgf-feC--ed---cd---efg-fhg--edd-efg-fh-ghf-fed-cdefE--d---4,
chant_063442,Benedictus dominus deus Israel qui,006249,2,,,A-KN 1012,1.2,122v,3.0,,,feast_0343,genre_r,office_m,source_166,,http://cantus.uwaterloo.ca/chant/286605/,Benedictus dominus deus Israel qui facis mirabilia solus et benedictum nomen majestatis ejus in aeternum,Benedictus dominus deus israhel qui facis mirabilia solus | et benedictum nomen maiestatis eius in eternum,1---d--d--d--cdca-bcd---df7--d--dc---def-ged-ffd--d---fd--cd--dfddc---fg---gfghgfg--f---fe--dc--df--d--d-fffddcd-fghged-ffed---cef--ed---3---d---dca--cd7--ff--defedc-dc---fgfghgfg--gf---e--fg--gffe--dcf---efgffeD--fd---cd---efg-fhg--ed-defg-fh-ghfed-cdefE--d---4,
chant_065462,Benedixit deus Noe et filiis,006252,7,,,I-Ac 693,3.1,060r,3.0,,,feast_0474,genre_r,office_m,source_379,,http://cantus.uwaterloo.ca/chant/171062/,Benedixit deus Noe et filiis ejus et dixit ad eos crescite et multiplicamini et replete terram,BEnedixit deus noe et filiis eius et dixit ad eos | Crescite et multiplicamini et replete terram,1---gh--g--gh--g---gh--g---gh-kjklk-lm-l---l---lj--l--l---klmkj--ghj-kghgf---g7---gh--g---ghj-kjh-jkjh---ghjhg-h--hg---3---gl-m--l--lmn-on-lml---l---l--j7--l--klm--kj--ghj-kghgf---gh---g--g--ghj-lkj-klkj---ghjhg-h--hg7---4,
chant_071251,Cantemus domino gloriose enim honorificatus,006270,8,,,A-Wn 1799**,3,055v,6.0,,,feast_0445,genre_r,office_m,source_531,,http://cantus.uwaterloo.ca/chant/544266/,Cantemus domino gloriose enim honorificatus est equum et ascensorem projecit in mare adjutor et protector factus est mihi dominus in salutem,Cantemus domino gloriose enim honorificatus est equum et ascensorem proiecit in mare | Adiutor et protector factus est michi dominus in salutem,1---gh--hf-ghgh--hg---g--ghkjh--hg-hjh---g--g7--hkhg--hkkk---jk--k---k--k--jkjh--k--jklkjh-jkjh--ghjhgh---hg---gh-kkl--k---k---k--jkl--klj-kjhgh--hg---h--hkjg--kk---lkj-kjhg---hg-hgfg--gf7---3---hF--ghg--h---kkj---g--hgh-kkl--j---lj-kl--hg---gh-kg-hg-gf---h--k---kjk--hg--g---gh---hf-ghkjh-jkjh--ghjhgh--hg77---4,
chant_072429,Celebranda est nobis diei hujus,600331,1,,,F-Pn lat. 15181,1,492v,5.0,,,feast_1017,genre_r,office_m,source_447,,http://cantus.uwaterloo.ca/chant/412485/,Celebranda est nobis diei hujus festivitas in qua martyr gloriosissimus et beatus pontifex Quiriacus peracto certamine temporali victor bravium aeternae felicitatis caelitus est adeptus alleluia alleluia,Celebranda est nobis diei huius festivitas in qua martyr gloriosissimus et beatus pontifex quiriacus peracto certamine temporali | Victor bravium eterne felicitatis celitus est adeptus alleluya alleluya,1---d--df-fd--ecd--d---gfgh---hf-ggf--f7---fh-ghg-hij--h---h--hg-ge-fg-gf---fed-ed--cd--defd7--d---h---hg-llhf-kjgf-gh---hgfg7--d---d--g--ghgf--fghg-hij--h--h---h---f--ge7--eg-hd-gfed---dhijhg-fg-hj--h--h---g--h--hlkjg77-jgf-ghj--h---h--hkgf-hgh--h---cd--ffg--f7--f---hF--f--gfe-fd--d---3---h--ghg-lh-kjgf-gh7---hkg-khjh--gh--h---hg--hgg--d---d--g--ghgfg7--gf---hhgh-dgfed--ed-dc--c---eg-hf-gfef7---dc--de-fef--ed---hij--h--hghF--fd---fgF--ef-ghf-gfe7--defef--ed---4,
chant_074596,Christo cottidie sedulum exhibebat officium,006279,4,,,F-Pn lat. 12044,2.4,044v,5.0,,,feast_0581,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/399370/,Christo cottidie sedulum exhibebat officium et christianorum animas quos in tormentis videbat deficere confortabat,Xpisto cotidie sedulum exhibebat officium | et xpistianorum animas quos in tormentis videbat deficere confortabat,1---f--df---f--fe7--e--egfe-fe-ded---fe--fg--ghd---f--ef-hgf-ghg--egff--ef---ed--ghk--kkkg-hh-gh-jgh--ghgfe---3---f---f--f--f--ed-fg-hij--gf---f--efgfe-fed--ed---d---df-hj7---hG--hIj-kjh-gh--ghg---efg--gf-ghgh--hg---hij--h--hg--h---hg-gf--fgh-jhghg--egff--fe---4,
chant_077400,Circumdederunt me viri mendaces sine,006287,2,,,I-Ac 693,3.3,105r,3.0,,,feast_0476,genre_r,office_m,source_379,,http://cantus.uwaterloo.ca/chant/171502/,Circumdederunt me viri mendaces sine causa flagellis ceciderunt me sed tu domine defensor vindica me,CIrcumdederunt me viri mendaces sine causa flagellis ceciderunt me | Sed tu domine defensor vindica me,1---d--cdc-cb--cdc--df-ghgf-fedc--efe---d---defg-fhghgfedc--ef---gf-ef--ded--d7---dhghjhg--ghgf-fe---efgfg--fe---c--def-gfg--fe---c--de--d--fgf-efd---d---3---d77---ddcb---c--decd--ed---g--fgcd--dedc---cdfgfhgh--fed--ef-gfe-fd---d7---4,
chant_081194,Commissa mea pavesco et ante,600387,1,,,CH-E 611,3,272r,5.0,,,feast_1383,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/233495/,Commissa mea pavesco et ante te domine valde erubesco dum veneris judicare noli me condemnare,Commissa mea pavesco et ante te domine valde erubesco | Dum veneris iudicare noli me condempnare,1---dC7--d--fefg---feghgfg--gf---gf-fec-dfdcd--dfef--ed---dc---f--gh---hghijh---gh--fed--d---g--g7---fe--cd--dfef--ed---3---hgh-lklm---j--kjh--h---hlk--jk--hjkh--h---hgfe--gh---fec---efg--fE--d--d7---4,
chant_084104,Confortamini et jam nolite timere,006320,4,,,D-KNd 1161,3.2,013v,7.0,,,feast_0444,genre_r,office_m,source_067,,http://cantus.uwaterloo.ca/chant/602146/,Confortamini et jam nolite timere ecce deus noster cito veniet et salvos nos faciet,Confortamini et iam nolite timere ecce deus noster cito veniet | et salvos nos faciet,1---d--fD--f--f--egfe-fed7-ed---fD---ef---g--h--g---fgh--ghgfef--ef---df-gh--g---g--g---gh--g---h--g---fgh--ghgfef--fe---3---cd7---dgf--fff---fghg-gf-ghg---f--egff--fe---4,
chant_088336,Contumelias et terrores passus sum,006335,7,,,CDN-Hsmu M2149.L4,3.1,110v,2.0,,,feast_0476,genre_r,office_m,source_297,,http://cantus.uwaterloo.ca/chant/271521/,Contumelias et terrores passus sum ab eis qui erant pacifici mei et custodientes latus meum dicentes decipiamus eum et praevaleamus illi sed tu domine mecum es tamquam bellator fortis cadent in opprobrium sempiternum et videam vindictam in eis quia tibi revelavi causam meam,Contumelias et terrores passus sum ab eis qui erant pacifici mei et custodientes latus meum dicentes decipiamus eum et prevaleamus illi sed tu domine mecum es tanquam bellator fortis cadent in opprobrium sempiternum et videam vindictam in eis Quia tibi revelavi causam meam,1---kkj--kl--kl--jkjhj--jh---kj7---klk--kh-jkjhgh--hg---h--gh---ghg---fg---ghkhj--hg---k---ghkk--k7---k--k--k--jkl---kj--jlkj-kjhg-hg---g---g--ghkj--kj--hjh-hg--hg---g--ghkhfg7---ghjhgh--hg---l--l--ghjh---h--f--h--klml--kl---lnmno--ml---lnm---no7--on-nm--lkl--mno--n---nnm--lm-ljkj---j---lj---lm--lj--ljkl---l--k---ljkl7---h--gf---g--ghkjk--hk---hgf-gh--g---kkl--k---k---jkl--kl--jkjhgh--hg7---h--kh-jkj--ghg-gf--gf---hf---ghg--hf--g---h--kl--klkh---kl---nl-mnmn--ml7---3---ln--nm-non---nl-mnmlkl--lk---nm--non--nl-mnmlkl--lklk-kj---kjkj-kmlk-kjh--hf7-jkjh---ghjhgh--hg---4,
chant_090402,Coronavit eos dominus corona justitiae,006342,3,,,CDN-Hsmu M2149.L4,2.4,154v,1.0,,,feast_1200,genre_r,office_m,source_297,,http://cantus.uwaterloo.ca/chant/271980/,Coronavit eos dominus corona justitiae quia passi sunt pro domino et sequuntur agnum,Coronavit eos dominus corona iusticie | Quia passi sunt pro domino et sequuntur agnum,1---g--g--gk--kjkl---h--hg---h--kj--hkg--efg---g--ghkjk7--hg---fg--g--ghjhgh-hg---3---g--g---gk--kjkl---h---hg---h--kj7--hkge-fe-ed---d---dh--hfg--ghkg-hg---egff--fe---4,
chant_092676,Crux fidelis inter omnes arbor,006351,7,,,F-Pn lat. 15181,1,489v,1.0,,,feast_0959,genre_r,office_m,source_447,,http://cantus.uwaterloo.ca/chant/412436/,Crux fidelis inter omnes arbor una nobilis nulla silva talem profert fronde flore germine dulce lignum dulces clavos dulce pondus sustines,Crux fidelis inter omnes arbor una nobilis nulla silva talem profert fronde flore germine | Dulce lignum dulces clavos dulce pondus sustines,1---gh---g--fhk-jk-lk-lm--l---l7--mnml---kl--mk-kj--hkg-hkjkjh-jh---f--hk---kjh-hlk-lm7--lj-klkjh-jkjh---g--ghjhgh--hg---gh--g7---gl--l---nm--kl---lmnmn--ml---l7--mno---op--l---nl-mnm--l--lml-lj-kj---3---kH7--k---lml-mnm--l---kJ--kl---klk-kgh7--hg---fh-kl--kl-lnmlkj-klk---hF7--fg---ghgfg--ghkhj--hg7---4,
chant_094319,Cum autem placuit ei qui,006356,1,,,CDN-Hsmu M2149.L4,2.2,165v,2.0,,,feast_0287,genre_r,office_m,source_297,,http://cantus.uwaterloo.ca/chant/272139/,Cum autem placuit ei qui me segregavit de utero matris meae et vocavit per gratiam suam ut revelaret filium suum per me ut evangelizarem illum in gentibus,Cum autem placuit ei qui me segregavit de utero matris mee et vocavit per gratiam suam ut revelaret filium suum per me | Ut evangelizarem illum in gentibus,1---f7---f--fefed-ed---dfg--f--f---fefgf-gijhg--ghe-fhjgf-fded---f---f---fefd--dcde7-dcd--defef--ed---hjkjhg-hjkjh-kgf-fe-gghd---d--de-fef--ed---df-ghij--hgh7---fdc-dfgf-fede--dcdfd---c---d--fg--f---f---fg--f--fgij---jg-hjhj7--jh---h---f--gj--hjkj-jhj--jh---gj-klkj-klkl--kj-jh--ghjh---hghf-gh--g7---fef-ghgf---gf---3---c---d--f--fg--f--ffede--dcd-fdf---fgh--hghfd---fec7-eghfef---d--defef--ed---4,
chant_110541,Deus canticum novum cantabo tibi,006419,8,,,CH-Fco 2,7,121v,1.0,,,feast_0447,genre_r,office_m,source_477,,http://cantus.uwaterloo.ca/chant/255228/,Deus canticum novum cantabo tibi alleluia in psalterio decem chordarum psallam tibi alleluia alleluia,Deus canticum novum cantabo tibi alleluya | In psalterio decem cordarum psallam tibi alleluya alleluya,1---d--d---fgh--g--gh---h7--hg-hjg-gf---hf--ghg--h---kjkjhj-k--k---kJ--jklkjh-jkjh--gh-jhgh--hg---3---klk---kJ--kl--lj-klhj--hg---f--hjh7---hG--k--hk---kjkjh-hG--h---hghgfg--gf---hG--ghk--jkh--hg---h--ghfg--ghkhj--hg---4,
chant_115054,Dicant nunc qui redempti sunt,006438,7,,,A-Wn 1799**,12,080v,1.0,,,feast_0447,genre_r,office_m,source_531,,http://cantus.uwaterloo.ca/chant/544676/,Dicant nunc qui redempti sunt alleluia a domino alleluia,Dicant nunc qui redempti sunt alleluia a domino | Alleluia,1---g--kk---kl---l---lk-lk-kj--lnln7--mnon---nmn---mL--mlkl--jkmlk-lml--jlkk---lj---jlm-ml--lk-lmk-kj--hg---3---fh-kl--kjhj-gjh-jg--ghg--g---4,
chant_116614,Diem festum praecelsae genetricis dei,006441,4,,,CH-E 611,2.1,220v,3.0,,,feast_1204,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232416/,Diem festum praecelsae genetricis dei virginis Mariae sollemniter celebremus quo inchoata est ejus felix nativitas,Diem festum precelse genitricis dei virginis marie sollempniter celebremus | Quo inchoata est eius felix nativitas,1---f--d---f--fgff-dfd---fd--egh--g---g--gh7--hg-gf--fgh-kg-hg---egef--ef---dg-hk--h--h---hg-gf-gh--ghgfef--fe---f--f--f--f---eg-hg--f--fdc7-def--edefe---3---c---df--fd--f--f---f---f--fe---dgf-ghgh--hg---hg-gf--fgh-kg-hg--egef--fe7---4,
chant_120052,Dilexit Andream dominus in odorem,006451,4,,,F-Pn lat. 12044,3.4,218r,2.0,,,feast_0055,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/403373/,Dilexit Andream dominus in odorem suavitatis dum penderet in cruce dignum sibi computavit martyrem quem vocavit apostolum dum esset in mare et ideo amicus dei appellatus est,Dilexit andream dominus in odorem suavitatis dum penderet in cruce | dignum sibi computavit martirem quem vocavit apostolum dum esset in mare et ideo amicus dei appellatus est,1---f--f7--fff---eD--ef--g---ghijhghj--h--h---f---hg--hhgh--hge---f--e--fg--ge-gfe-fed--ed---f---gH--hkg--gfg---gfd-fgh---egff--ef---3---dH--h---h--hghjh7---f--hg--hgf--g---ffE--dfgfef--fe---e---f--g--f---e--g--f--e---f---g--fe---dH---hIjkjhgh--hg---h---hkk--hkgfef--fe7---c--df--f---efed--fg---gf--fghijhghg--f--egff---fe---4,
chant_120237,Diligam te domine virtus mea,006453,4,,,NL-Uu 406,2.2,044v,2.0,,,feast_0500,genre_r,office_m,source_573,,http://cantus.uwaterloo.ca/chant/492876/,Diligam te domine virtus mea dominus firmamentum meum et refugium meum,Diligam te domine virtus mea | dominus firmamentum meum et refugium meum,1---fff--dddgf--fgghG---hg---h--fgghg--ge---gff--dddf---egff--eef---3---d--g--hkh---h--h--hggF--fgh-kg-hg---egff--fff---c---df--ffed--fg--g-fgh-kg-hg---egff--fe---4,
